label,text
0,"Il faut que les heures supplémentaires soient si heureuses! Le plan est de tout faire aujourd'hui pour la liberté demain! Cependant, il va pleuvoir."
0,"Je ne pouvais pas dormir, à 6h30. Je voulais vraiment dormir."
0,Pouah. je deteste cette journée. : | Je pense que je suis malade.
0,"Les corbeaux perdent le dernier match 1-0 contre didcot. Simplex jr subs bench à nouveau, il est à la base des mathématiques, maintenant je serai à la maison à temps pour la finale de la coupe"
0,"Merci, j'ai manqué le spectacle des racines à Séoul. Maintenant, je vais le regretter à San Francisco! Je viens d'avoir un cas de mauvaise synchronisation."
0,Mieux faire passer le bec à la révision maintenant !!!
0,Examen statistique en 40 minutes
0,"Je crache le lundi, les mathématiques"
0,Un beau temps et je dois étudier
0,C'est tellement moche quand le tissu que vous voulez n'est pas disponible dans la quantité dont vous avez besoin
0,"Je n'ai regardé aucun dix épisodes mais oh, je veux que neuf soient le docteur pour toujours. Je doute que mon opinion changera."
0,"Aw c'est cette période de l'année encore ... quand je ne parviens pas à parler à Frankie au moins 2 fois par semaine, qui est-ce que je vais en train de prendre un bourrelet?"
0,Mon ordinateur portable ne s'allume pas. Ce n'est pas la batterie. Ce n'est pas bon. Ça suce
0,J'espère que je serai au moins mieux demain pour mon émission. Je dois le manquer aujourd'hui.
0,rien à faire
0,Je veux vraiment rencontrer mon idole - miley cyrus
0,"J'ai gagné le feck tous, alors il est de retour à la maison de travail ce soir au 1715-0100"
0,"Doh, travail aujourd'hui"
0,mal de tête. Ms messy va au centre commercial
0,thankkkkkkkkkk vous leeeeeeeeeeeeeeeeeeeee ... manquez les gars u
0,"Meilleure façon de rester notre anniversaire, allez à votre classe de finance à partir de 9 heures du jour. Dame d'être un bon élève"
0,Se sentir un peu
0,"Je me suis réveillé, me couche au lit pendant une heure, puis regarde l'horloge. Il était 5:54."
0,"Pas de football américain pour moi, le temps a empiré et cela ressemble à de la pluie. Nous avons donc annulé le football, mais nous allons sortir pour le dîner plus tard."
0,"Qu'est-ce que ça fait bien que haha, et toutes les personnes les plus enragées, elles changent de blocs et de trucs pour qu'ils obtiennent le bloc qu'ils veulent"
0,"En route vers le lendemain, une journée encore plus longue en visitant Banteay Srei, ta prohm et Bayon. Ta prohm était incroyable. Mais je manque mes filles"
0,"Oh, ouais.spamhughhefnergals qui n'est pas amusant est-il plus grave qu'il soit"
0,pourrait pleurer ... ahhhhhh
0,"Je n'aime pas cette sauce de soja, très décevante. Complètement ruiné mes nouilles"
0,Plus d'Internet depuis près d'une semaine!?
0,"Argh, je souhaite aux gens que nous ne sommes pas à l'hypertension"
0,Se prépare à passer très longtemps isolé très loin ... et je vais tenir la bougie
0,Shayla est assise dans le maquillage ....... fatigué !!!! /
0,"Assis, attendant, souhaitant @ l'avion sur le sol ..."
0,Va s'asseoir dans le jardin ... les mamans ne sont pas prêtes à me faire du shopping
0,J'ai mangé trop de nourriture chili ... Je me sens comme je vais vomir ...........
0,"Depuis 5h30 ... très productif, mais ça va être tellement fatigué ce soir!"
0,C'est si grave que je ne peux pas dormir.
0,- ils n'ont pas l'indien sur iplayer
0,J'allais vous surprendre avec un cadeau de bien mais il faut et adresse
0,Comment fonctionne chelsea? Je suis à une fête de trampoline pour enfants alors ne le savez pas. Paix & amp; amour
0,"Vous ne pouvez pas changer le passé, vous ne pouvez vivre que maintenant ... je vous manque maman"
0,Dang - je dois détester ça
0,Aller travailler tard ... Roseland rd est trop long
0,Tu me sauves d'abord
0,"En lisant la Bible ... oui, je n'ai toujours pas réussi à atteindre ce but."
0,Je vais bien ... il pleut ici
0,N'a pas vu son bureau écraser aujourd'hui ... awww
0,"Ma grand-mère était sicilienne et Utilisé pour faire des pâtes avec de l'anguille, donc votre morue ne me surprendrait pas. Tu me moquais de mes sushis"
0,Il a duré 24 heures. Où est-ce que jm a été? il me manque
0,En route vers airpoboo
0,Emma chez le vétérinaire aujourd'hui. Elle n'aura plus à souffrir.
0,Regarder motogp quali sur bbc - eurospohave the idiole carlton kirby & quot; commentating & quot; encore. Où sont toby et julian?
0,Nous nous sommes assis à cette grille vide sur twitpic: mmmmmm japanesey !!! Regarde yummo.
0,y compris moi?
0,"C'est vrai, mais je pense toujours que l'identification comme option d'écran pour voir ne nuirait à rien. Je suppose que l'ajout de ui pour remplacer le vol stationnaire est"
0,"Je me suis couché tout le temps. Pendant une heure entière. Juste gaspiller le temps. Grr .. pourquoi fais-je cela? Maintenant, j'ai 1 1/2 avant le travail."
0,La gueule de bois est une salope
0,Pourquoi ne s'exprime-t-il jamais le week-end?
0,. Je n'ai pas de bière
0,"Je suis retardé je continue d'envoyer le tweet par erreur lol. De toute façon, je ne peux pas dormir. Je pense trop et je ne peux pas me détendre. mes amis me manquent"
0,Sans wifey et bébé
0,Payer les factures à nouveau ~ manda ~
0,Voulez-vous que vous reveniez à la télé
0,"Après 10 heures, il est temps de quitter Skype, de se déconnecter de Twitter et de quitter le bureau de tim pour aller à la maison. Je suis fatigué et affamé et sooky, waahhhh"
0,Je pense qu'ils sont l'un des pires types de rêves.
0,Ne se sentant pas assez bien pour aller profiter du soleil. bas . Être une femme est un enfer.
0,"Si j'ai perdu ma mûre m'aide par miracle, je la récupérerai"
0,Lloyd a repris son twitter t_t. Lois.
0,J'ai perdu la volonté de vivre
0,Loi non vibrante en ce moment
0,"Mangeant des bêtises de skites, malheur maintenant,"
0,"Je déteste les cauchemars! Maintenant, je ne peux pas me coucher"
0,Merci ... je vais essayer.
0,Yummm. Je suis tous en panne d'œufs ok chick.il vous parle un peu ... xxxx
0,"Sortez, vous ne voyez pas la princesse elle-même! Je suis vraiment jelly. On peut tous jouer le 12 alors? Totes manqué les gars x"
0,Je dois nettoyer ma chambre et laver la vaisselle quand je veux simplement bronzer
0,Une très bonne journée pour être enfermée au travail doit concevoir un plan d'échappement tissé intricemment.
0,Je ne sais pas que je vais devoir le vérifier quand je serai à la maison
0,"Ce soir, ce fut ma tentative échouée de sauver un petit animal blessé, il fallait endormir le petit gingembre, il avait un traumatisme crânien"
0,sensationnel!!!! ce est tellement cool! Mais il n'y a pas de date ni de quoi que ce soit en ligne
0,"J'aimerais voir les maniques sur cette tournée, mais je n'ai aucun argent"
0,Envisageait de passer à Teksavvy. Avait une question. Ventes = réponse bs. Q n'a même pas été posté dans le forum dsl. Client perdu.
0,Boo blues suck hahaha man untd m'a laissé tomber.
0,"maintenance informatique? En fait, cela n'a pas impliqué d'essayer de le réparer, j'ai appris cette leçon. Bibliothèque itunes"
0,"Oui, j'aime tout, mais le 's'"
0,Ne peut pas recommencer à dormir!
0,- Ce n'est pas bon car mon bff a décidé qu'il voulait faire ses courses
0,J'aime les vins de tête gnarly - en particulier l'ancienne vine zinfandel. Mon père m'a eu un bon mélange shiraz / taxi. Mince & amp; Un peu agitée.
0,Blahhh feelin sick work til 2
0,Heyy merci beaucoup ... c'est Julie d'accord? Je ne peux pas traduire votre conversation alors je ne sais pas ce qu'elle dit: s mais elle semble bouleversée
0,Complètement éveillé sans raison.
0,"10 heures à partir de maintenant devrait être à wilmington, sc puis à l'heure de conduire à myrtle beach. Besoin de vols directs hors de Boise au lieu de 3 sauts."
0,Pour ceux qui ne travaillent pas? ~ 7be5l
0,Ne veut pas travailler maintenant maintenant ce temps est bangin
0,Ema: s'est réveillé de ma sieste. Et fai est @ work
0,Pourquoi? Qu'est-il arrivé?
0,Deuxième jour d'énorme mal de tête. Pls go away
0,Je vais manquer mon ancienne école de montessori au sud de l'école et aussi mes amis là-bas.
0,Joyeux anniversaire à moi! Pas content d'être au courant tôt
0,Je suis en train de relever depuis 6
0,Pourquoi je ne regarde pas les prévisions météorologiques avant de rentrer chez moi? Voilà il fait froid et pluvieux et j'ai pensé que ce serait chaud.
0,"veulent aller golfe sans fond Ancol lundi s'il vous plaît, papaaa"
0,"Hier, le meilleur chat du monde est mort."
0,En allant à Delhi mais j'ai déjà le ventre
0,Il ne pleut pas ici à Anchorvale cc maintenant grrr -
0,Souhaite qu'elle puisse être sous le soleil avec tout le monde jouant au frisbee ... la loi d'administration est juste ... poo
0,"# Leno * soupir * leno a eu son dernier spectacle la nuit dernière. Il est triste de le voir partir. Conan sera génial, il est aussi génial."
0,"Je ne joue plus jared, j'ai repris bj encore"
0,Dit baise
0,Aww vous n'abandonnerez pas vous êtes-vous?
0,Je vais pleurer si ma plume ne dure pas jusqu'à ce que je reçois de nouvelles par la poste. Ne peut pas les commander avant le 3ème.
0,"dans le bureau. C'est samedi. J'espère que j'y reviendrais plus tôt, va me sortir d'ici tôt pour profiter de cette belle journée!"
0,Yay chantant! Je me sens comme je n'ai pas fait cela dans les aaaages
0,Rien à Mumbai
0,"Lol, j'ai eu tort alors ahah, vous étiez censé l'envelopper dans cette mauvaise chose."
0,"... tout le monde se dirigeant vers la plage pourrissante, je vais nettoyer des armoires puis"
0,"Amusez-vous bien, mais assurez-vous de revenir ou nos plumes seront tristes."
0,Vient de détruire une grenouille tout en tondant la pelouse. Oh!
0,"J'ai une assurance mobile, je ne suis pas sûr que ça me couvre le fait que ce soit un eejit."
0,"Oh hommes, je veux faire quelque chose de sucré maintenant ... ou manger quelque chose au moins ..."
0,Juste quelques rollups laissés mieux vaut les manger avant qu'ils ne soient partis pour de bon !!
0,"Je suis dans le même matelot de bateaux, je souhaite 2 de supprimer l'action du parc de l'air après mon spectacle sur les durées difficiles de durin!"
0,"En commençant à devenir amis avec la biologie, demain je dois faire des amis avec la chimie et la physique"
0,J'ai deux grosses ampoules dans ma langue de me mordre hier
0,Je quitte Twitter après 04h00 sommeil
0,Tous les temps bas sont finalement en aust 'et la mère ne me laissera jamais aller ... je pense que je vais pleurer
0,La version japonaise de google adwords a finalement été mise à jour sur sa nouvelle interface. Ça va s'habituer à ...
0,Il est si difficile de choisir un des bugs de lancement de blocage
0,"Je suis si irrité, j'ai perdu le câble de ma caméra, donc je ne peux pas télécharger mes photos!"
0,"Désolé, mais nous sommes vendus hors du mélange de salade incroyable de tony neale plus la semaine prochaine!"
0,"Quel jour pour une finale de coupe. Achetons les garde-fous doubles! Et je vais me brûler aujourd'hui, je peux le sentir"
0,"Est prêt et prêt à frapper la plage ...... juste un problème, le boo est encore en sommeil."
0,Je veux m'asseoir au soleil plutôt que de passer 4 heures sur les trains.
0,Je me suis réveillé avec une gueule de bois ...
0,Je viens de rentrer chez moi d'acheter des articles scolaires. : | Acck. Retourner à l'école? *pas une bonne idée*
0,Je ne sais pas quoi porter
0,lever et briller! l'heure de travailler.
0,Mon estomac me fait mal. Je suis allé au lit à 5 ans et ce n'est même pas 8 ... je veux juste dormir. Je pense que je suis légèrement déshydraté ... Diminuer l'eau
0,encore malade
0,Et vous êtes-vous une ville candidate après Reelnull
0,"Mon cousin plus âgé a un cancer, mais ils l'ont identifié comme un cancer secondaire. Ils pensent que primaire pourrait être un mélanome non diagnostiqué. Débutant"
0,"La pluie glacée et le vent, cependant, peut prendre un peu plus de temps pour s'habituer ... j'aimerais avoir apporté mes bottes!"
0,Je n'ai toujours pas la force de sortir du lit.
0,J'ai tellement manqué mon dylan !! Je le veux ici avec moi ... * lâche goutte *
0,Nous sommes passés à la location. Ces scènes de suppogroup m'ont étouffé si mal
0,Oh noes! Va être en retard au barcamp
0,2 jours et pas de caféine. Nada. néant. Maintenant. Je me moque la tête
0,"A joué hier, mais les instruments m'ont fait ressentir un imbécile aux doigts de banane et le microphone a fait des bruits horribles sortir de moi"
0,Bientôt chez papas sur son chemin
0,"Regarder des showgirls sur le logo, lol ... ne peut pas dormir"
0,Je veux un billet pour regarder la tournée sans peur haha ​​ok je suppose que je ne suis pas génie = p
0,"Oyauma m'appelle kate (jon & kate + 8) quand je suis dans mes frénésies de nettoyage. J'ai beaucoup en commun avec elle, peut-être mal, oh bien"
0,Merci scott! Espérons que tout va bien. Ny misses christine
0,"Je ne le savais pas, je l'avais retourné"
0,"Totalement ennuyé, mon professeur venant chez moi dans environ 3 heures ne peut pas être dérangé avec l'école aujourd'hui. Je vais télécharger comment j'ai tout perdu maintenant."
0,Le pauvre enfant.
0,"Oh, regardez ce soleil dehors, ayez un barbecue fantastique et nous émerve un saucisson aujourd'hui ..."
0,Mais se sentir tout aussi mauvais!
0,"Buti pa sya que se passerait-il si je passe une journée avec lui? (Jour ha, nuit hindi)."
0,* Déteste hoovering * ... j'ai blessé mon doigt ... moooo !!
0,"Gloria capulet veut jouer avec sa fille, ""oh juliet ... & quot; Je manque mes habitudes de shakespeare"
0,"Environ 2 jours arrive à Hollande, à un festival; Pinkpop. Malheureusement, je veux aller, mais il est trop loin et trop cher"
0,Avez-vous du café? Je me suis éteint à nouveau.
0,Et a plu des ventes de garage
